invoice_total,invoice_totalTip,invoice_address_city,invoice_deleted_at,date,customerCategory_id,tableArea_id,address.company,address.city,item_product_discountable,item_product_pricePerUnit,product,sales,item_retour,item_expirationDate,item_price,item_lineDiscountGross,item_invoiceDiscountGross,item_discountable,paymentMethod_id_x,productgroup_name,user_name,table_name,index,store
3.0,0,,,2021-10-13,,cat_177144,,,True,3.0,Bier,1,False,,3.0,,,True,cat_495297,Alk Getränke,felix,Checkout,444821208,1
3.0,0,,,2021-10-13,,cat_177144,,,True,3.0,Limonade,1,False,,3.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,444806653,1
21.3,0,,,2021-10-13,,cat_177144,,,True,2.5,"Kuchen 2,50€",1,False,,2.5,,,True,cat_495297,Essen,felix,Checkout,444784378,1
21.3,0,,,2021-10-13,,cat_177144,,,True,8.0,Dinnerle,2,False,,8.0,,,True,cat_495297,Essen,felix,Checkout,444784379,1
21.3,0,,,2021-10-13,,cat_177144,,,True,2.8,Cappuccino,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,444784380,1
2.5,0,,,2021-10-13,,cat_177144,,,True,2.5,"Kuchen 2,50€",1,False,,2.5,,,True,cat_495297,Essen,felix,Checkout,444699530,1
3.0,0,,,2021-10-13,,cat_177144,,,True,3.0,Milchkaffee,1,False,,3.0,,,True,cat_495297,Warme Getränke,felix,Checkout,444655674,1
3.0,0,,,2021-10-13,,cat_177144,,,True,3.0,Milchkaffee,1,False,,3.0,,,True,cat_495297,Warme Getränke,felix,Checkout,444618991,1
2.8,0,,,2021-10-13,,cat_177144,,,True,2.8,Cappuccino,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,444618880,1
2.8,0,,,2021-10-13,,cat_177144,,,True,2.8,Cappuccino,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,444548150,1
8.0,0,,,2021-10-12,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495297,Essen,felix,Checkout,444388321,1
3.0,0,,,2021-10-12,,cat_177144,,,True,3.0,Bier,1,False,,3.0,,,True,cat_495297,Alk Getränke,felix,Checkout,444374395,1
2.8,0,,,2021-10-12,,cat_177144,,,True,2.8,Kaffee Creme,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,444374341,1
16.0,0,,,2021-10-12,,cat_177144,,,True,8.0,Dinnerle,2,False,,8.0,,,True,cat_495297,Essen,felix,Checkout,444372539,1
2.8,0,,,2021-10-12,,cat_177144,,,True,2.8,Cappuccino,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,444356637,1
2.8,0,,,2021-10-12,,cat_177144,,,True,2.8,Cappuccino,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,444340732,1
7.6,0,,,2021-10-12,,cat_177144,,,True,2.8,Kaffee Creme,2,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,444269120,1
7.6,0,,,2021-10-12,,cat_177144,,,True,2.0,Tee,1,False,,2.0,,,True,cat_495297,Warme Getränke,felix,Checkout,444269121,1
3.0,0,,,2021-10-12,,cat_177144,,,True,3.0,Milchkaffee,1,False,,3.0,,,True,cat_495297,Warme Getränke,felix,Checkout,444268384,1
3.0,0,,,2021-10-12,,cat_177144,,,True,3.0,Milchkaffee,1,False,,3.0,,,True,cat_495297,Warme Getränke,felix,Checkout,444268076,1
3.0,0,,,2021-10-12,,cat_177144,,,True,3.0,Milchkaffee,1,False,,3.0,,,True,cat_495297,Warme Getränke,felix,Checkout,444267588,1
8.0,0,,,2021-10-12,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495297,Essen,felix,Checkout,444267262,1
34.3,0,,,2021-10-11,,cat_177144,,,True,3.0,Limonade,2,False,,3.0,,,True,cat_495300,Non-Alk Getränke,felix,Checkout,444047874,1
34.3,0,,,2021-10-11,,cat_177144,,,True,3.0,Bier,2,False,,3.0,,,True,cat_495300,Alk Getränke,felix,Checkout,444047875,1
34.3,0,,,2021-10-11,,cat_177144,,,True,2.8,Kaffee Creme,1,False,,2.8,,,True,cat_495300,Warme Getränke,felix,Checkout,444047876,1
34.3,0,,,2021-10-11,,cat_177144,,,True,2.0,Espresso,1,False,,2.0,,,True,cat_495300,Warme Getränke,felix,Checkout,444047877,1
34.3,0,,,2021-10-11,,cat_177144,,,True,3.5,Weinschorle,1,False,,3.5,,,True,cat_495300,Alk Getränke,felix,Checkout,444047878,1
34.3,0,,,2021-10-11,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495300,Essen,felix,Checkout,444047879,1
34.3,0,,,2021-10-11,,cat_177144,,,True,3.0,"Kuchen 3,00€",2,False,,3.0,,,True,cat_495300,Essen,felix,Checkout,444047880,1
13.0,0,,,2021-10-11,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495297,Essen,felix,Checkout,444047536,1
13.0,0,,,2021-10-11,,cat_177144,,,True,3.0,Limonade,1,False,,3.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,444047537,1
13.0,0,,,2021-10-11,,cat_177144,,,True,2.0,Wasser,1,False,,2.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,444047538,1
3.5,0,,,2021-10-11,,cat_177144,,,True,3.5,Weinschorle,1,False,,3.5,,,True,cat_495297,Alk Getränke,felix,Checkout,444047449,1
3.0,0,,,2021-10-11,,cat_177144,,,True,3.0,Bier,1,False,,3.0,,,True,cat_495297,Alk Getränke,felix,Checkout,444047368,1
4.0,0,,,2021-10-11,,cat_177144,,,True,2.0,Wasser,2,False,,2.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,444047299,1
16.0,0,,,2021-10-11,,cat_177144,,,True,8.0,Dinnerle,2,False,,8.0,,,True,cat_495297,Essen,felix,Checkout,444047215,1
6.0,0,,,2021-10-11,,cat_177144,,,True,3.0,Milchkaffee,2,False,,3.0,,,True,cat_495297,Warme Getränke,felix,Checkout,444047153,1
5.6,0,,,2021-10-11,,cat_177144,,,True,2.8,Cappuccino,2,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,444047092,1
3.0,0,,,2021-10-11,,cat_177144,,,True,3.0,Limonade,1,False,,3.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,443965262,1
5.0,0,,,2021-10-11,,cat_177144,,,True,2.5,"Kuchen 2,50€",2,False,,2.5,,,True,cat_495297,Essen,felix,Checkout,443944831,1
2.5,0,,,2021-10-11,,cat_177144,,,True,2.5,"Kuchen 2,50€",1,False,,2.5,,,True,cat_495297,Süße Speisen,felix,Checkout,443934425,1
2.0,0,,,2021-10-11,,cat_177144,,,True,2.0,Espresso,1,False,,2.0,,,True,cat_495300,Warme Getränke,felix,Checkout,443929429,1
2.0,0,,,2021-10-11,,cat_177144,,,True,2.0,Espresso,1,False,,2.0,,,True,cat_495297,Warme Getränke,felix,Checkout,443927057,1
10.8,0,,,2021-10-11,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495297,Deftige Speisen,felix,Checkout,443926824,1
10.8,0,,,2021-10-11,,cat_177144,,,True,2.8,Cappuccino,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,443926826,1
16.0,0,,,2021-10-10,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495297,Deftige Speisen,felix,Checkout,443751838,1
16.0,0,,,2021-10-10,,cat_177144,,,True,3.0,Limonade,2,False,,3.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,443751839,1
16.0,0,,,2021-10-10,,cat_177144,,,True,2.0,Wasser,1,False,,2.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,443751840,1
35.0,0,,,2021-10-10,,cat_177144,,,True,3.5,Dessert,10,False,,3.5,,,True,cat_495299,Süße Speisen,felix,Checkout,443751514,1
9.0,0,,,2021-10-10,,cat_177144,,,True,3.5,Dessert,2,False,,3.5,,,True,cat_495297,Süße Speisen,felix,Checkout,443751474,1
9.0,0,,,2021-10-10,,cat_177144,,,True,2.0,Espresso,1,False,,2.0,,,True,cat_495297,Warme Getränke,felix,Checkout,443751475,1
4.8,0,,,2021-10-10,,cat_177144,,,True,2.8,Kaffee Creme,1,False,,2.8,,,True,cat_495300,Warme Getränke,felix,Checkout,443751404,1
4.8,0,,,2021-10-10,,cat_177144,,,True,2.0,Espresso,1,False,,2.0,,,True,cat_495300,Warme Getränke,felix,Checkout,443751405,1
27.0,0,,,2021-10-10,,cat_177144,,,True,3.0,Bier,5,False,,3.0,,,True,cat_495300,Alk Getränke,felix,Checkout,443751356,1
27.0,0,,,2021-10-10,,cat_177144,,,True,3.0,Limonade,2,False,,3.0,,,True,cat_495300,Non-Alk Getränke,felix,Checkout,443751357,1
27.0,0,,,2021-10-10,,cat_177144,,,True,2.0,Wasser,3,False,,2.0,,,True,cat_495300,Non-Alk Getränke,felix,Checkout,443751358,1
12.5,0,,,2021-10-10,,cat_177144,,,True,3.5,Weinschorle,1,False,,3.5,,,True,cat_495297,Alk Getränke,felix,Checkout,443751239,1
12.5,0,,,2021-10-10,,cat_177144,,,True,3.0,Bier,3,False,,3.0,,,True,cat_495297,Alk Getränke,felix,Checkout,443751240,1
8.0,0,,,2021-10-10,,cat_177144,,,True,3.0,Limonade,2,False,,3.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,443751161,1
8.0,0,,,2021-10-10,,cat_177144,,,True,2.0,Wasser,1,False,,2.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,443751162,1
17.0,0,,,2021-10-10,,cat_177144,,,True,3.0,Kuchen,3,False,,3.0,,,True,cat_495297,Süße Speisen,felix,Checkout,443750781,1
17.0,0,,,2021-10-10,,cat_177144,,,True,3.0,Milchkaffee,2,False,,3.0,,,True,cat_495297,Warme Getränke,felix,Checkout,443750783,1
17.0,0,,,2021-10-10,,cat_177144,,,True,2.0,Tee,1,False,,2.0,,,True,cat_495297,Warme Getränke,felix,Checkout,443750785,1
8.0,0,,,2021-10-10,,cat_177144,,,True,2.0,Espresso,4,False,,2.0,,,True,cat_495300,Warme Getränke,felix,Checkout,443725593,1
6.0,0,,,2021-10-10,,cat_177144,,,True,3.0,Bier,2,False,,3.0,,,True,cat_495300,Alk Getränke,felix,Checkout,443725285,1
8.0,0,,,2021-10-10,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495297,Deftige Speisen,felix,Checkout,443705209,1
35.0,0,,,2021-10-10,,cat_177144,,,True,8.0,Dinnerle,4,False,,8.0,,,True,cat_495297,Deftige Speisen,felix,Checkout,443675337,1
35.0,0,,,2021-10-10,,cat_177144,,,True,3.0,Bier,1,False,,3.0,,,True,cat_495297,Alk Getränke,felix,Checkout,443675338,1
2.8,0,,,2021-10-10,,cat_177144,,,True,2.8,Kaffee Creme,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,443673415,1
13.0,0,,,2021-10-10,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495297,Deftige Speisen,felix,Checkout,443662345,1
13.0,0,,,2021-10-10,,cat_177144,,,True,3.0,Kuchen,1,False,,3.0,,,True,cat_495297,Süße Speisen,felix,Checkout,443662346,1
13.0,0,,,2021-10-10,,cat_177144,,,True,2.0,Wasser,1,False,,2.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,443662347,1
2.8,0,,,2021-10-10,,cat_177144,,,True,2.8,Cappuccino,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,443662040,1
12.0,0,,,2021-10-10,,cat_177144,,,True,3.0,Milchkaffee,2,False,,3.0,,,True,cat_495297,Warme Getränke,felix,Checkout,443656230,1
12.0,0,,,2021-10-10,,cat_177144,,,True,3.0,Bier,1,False,,3.0,,,True,cat_495297,Alk Getränke,felix,Checkout,443656231,1
12.0,0,,,2021-10-10,,cat_177144,,,True,3.0,Limonade,1,False,,3.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,443656232,1
5.8,0,,,2021-10-10,,cat_177144,,,True,2.8,Cappuccino,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,443654863,1
5.8,0,,,2021-10-10,,cat_177144,,,True,3.0,Kuchen,1,False,,3.0,,,True,cat_495297,Süße Speisen,felix,Checkout,443654864,1
3.0,0,,,2021-10-10,,cat_177144,,,True,3.0,Bier,1,False,,3.0,,,True,cat_495297,Alk Getränke,felix,Checkout,443649552,1
5.6,0,,,2021-10-10,,cat_177144,,,True,2.8,Cappuccino,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,443633731,1
5.6,0,,,2021-10-10,,cat_177144,,,True,2.8,Kaffee Creme,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,443633732,1
8.8,0,,,2021-10-10,,cat_177144,,,True,2.8,Cappuccino,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,443568680,1
8.8,0,,,2021-10-10,,cat_177144,,,True,3.0,Milchkaffee,1,False,,3.0,,,True,cat_495297,Warme Getränke,felix,Checkout,443568681,1
8.8,0,,,2021-10-10,,cat_177144,,,True,3.0,Kuchen,1,False,,3.0,,,True,cat_495297,Süße Speisen,felix,Checkout,443568684,1
33.6,0,,,2021-10-09,,cat_177144,,,True,2.0,Wasser,1,False,,2.0,,,True,cat_495300,Non-Alk Getränke,felix,Checkout,443143093,1
33.6,0,,,2021-10-09,,cat_177144,,,True,2.8,Kaffee Creme,2,False,,2.8,,,True,cat_495300,Warme Getränke,felix,Checkout,443143094,1
33.6,0,,,2021-10-09,,cat_177144,,,True,2.0,Espresso,1,False,,2.0,,,True,cat_495300,Warme Getränke,felix,Checkout,443143095,1
33.6,0,,,2021-10-09,,cat_177144,,,True,8.0,Dinnerle,3,False,,8.0,,,True,cat_495300,Deftige Speisen,felix,Checkout,443143096,1
5.0,0,,,2021-10-09,,cat_177144,,,True,3.0,Limonade,1,False,,3.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,443063446,1
5.0,0,,,2021-10-09,,cat_177144,,,True,2.0,Espresso,1,False,,2.0,,,True,cat_495297,Warme Getränke,felix,Checkout,443063447,1
5.8,0,,,2021-10-09,,cat_177144,,,True,3.0,Kuchen,1,False,,3.0,,,True,cat_495297,Süße Speisen,felix,Checkout,442991575,1
5.8,0,,,2021-10-09,,cat_177144,,,True,2.8,Kaffee Creme,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,442991576,1
13.8,0,,,2021-10-09,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495297,Deftige Speisen,felix,Checkout,442986423,1
13.8,0,,,2021-10-09,,cat_177144,,,True,3.0,Limonade,1,False,,3.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,442986424,1
13.8,0,,,2021-10-09,,cat_177144,,,True,2.8,Kaffee Creme,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,442986426,1
6.0,0,,,2021-10-09,,cat_177144,,,True,3.0,Kuchen,1,False,,3.0,,,True,cat_495297,Süße Speisen,felix,Checkout,442976828,1
6.0,0,,,2021-10-09,,cat_177144,,,True,3.0,Limonade,1,False,,3.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,442976829,1
6.0,0,,,2021-10-09,,cat_177144,,,True,3.0,Bier,2,False,,3.0,,,True,cat_495297,Alk Getränke,felix,Checkout,442961411,1
20.1,0,,,2021-10-09,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495297,Deftige Speisen,felix,Checkout,442959435,1
20.1,0,,,2021-10-09,,cat_177144,,,True,3.5,Dessert,1,False,,3.5,,,True,cat_495297,Süße Speisen,felix,Checkout,442959436,1
20.1,0,,,2021-10-09,,cat_177144,,,True,2.8,Cappuccino,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,442959438,1
20.1,0,,,2021-10-09,,cat_177144,,,True,2.8,Kaffee Creme,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,442959439,1
20.1,0,,,2021-10-09,,cat_177144,,,True,3.0,Kuchen,1,False,,3.0,,,True,cat_495297,Süße Speisen,felix,Checkout,442959440,1
8.0,0,,,2021-10-09,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495297,Deftige Speisen,felix,Checkout,442949840,1
5.8,0,,,2021-10-09,,cat_177144,,,True,2.8,Cappuccino,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,442922743,1
5.8,0,,,2021-10-09,,cat_177144,,,True,3.0,Kuchen,1,False,,3.0,,,True,cat_495297,Süße Speisen,felix,Checkout,442922744,1
5.8,0,,,2021-10-09,,cat_177144,,,True,2.8,Cappuccino,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,442895974,1
5.8,0,,,2021-10-09,,cat_177144,,,True,3.0,Limonade,1,False,,3.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,442895975,1
16.0,0,,,2021-10-09,,cat_177144,,,True,8.0,Dinnerle,2,False,,8.0,,,True,cat_495297,Deftige Speisen,felix,Checkout,442849482,1
2.8,0,,,2021-10-09,,cat_177144,,,True,2.8,Cappuccino,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,442801276,1
2.8,0,,,2021-10-09,,cat_177144,,,True,2.8,Kaffee Creme,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,442788833,1
8.0,0,,,2021-10-09,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495297,Deftige Speisen,felix,Checkout,442787911,1
9.0,0,,,2021-10-08,,cat_177144,,,True,2.0,Espresso,1,False,,2.0,,,True,cat_495297,Warme Getränke,felix,Checkout,442511034,1
9.0,0,,,2021-10-08,,cat_177144,,,True,3.5,Weinschorle,2,False,,3.5,,,True,cat_495297,Alk Getränke,felix,Checkout,442511035,1
9.0,0,,,2021-10-08,,cat_177144,,,True,3.0,Bier,3,False,,3.0,,,True,cat_495297,Alk Getränke,felix,Checkout,442510855,1
11.0,0,,,2021-10-08,,cat_177144,,,True,8.0,Dinnerle,1,False,,8.0,,,True,cat_495297,Deftige Speisen,felix,Checkout,442510384,1
11.0,0,,,2021-10-08,,cat_177144,,,True,3.0,Limonade,1,False,,3.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,442510385,1
21.8,0,,,2021-10-08,,cat_177144,,,True,2.8,Kaffee Creme,1,False,,2.8,,,True,cat_495297,Warme Getränke,felix,Checkout,442102484,1
21.8,0,,,2021-10-08,,cat_177144,,,True,3.0,Limonade,1,False,,3.0,,,True,cat_495297,Non-Alk Getränke,felix,Checkout,442102485,1
21.8,0,,,2021-10-08,,cat_177144,,,True,8.0,Dinnerle,2,False,,8.0,,,True,cat_495297,Deftige Speisen,felix,Checkout,442102487,1
